6;0;10
6;3;12
6;5;12
6;7;14
6;10;13
6;13;11
6;15;9
6;16;11
6;17;9
6;18;9
6;20;9
6;23;9
7;0;10
7;2;11
7;4;12
7;6;12
7;7;11
7;8;13
7;11;13
7;13;11
7;14;11
7;15;11
7;16;13
7;18;11
7;21;11
7;22;11
7;23;12
8;0;10
8;2;10
8;3;10
8;5;9
8;6;11
8;7;11
8;10;13
8;11;12
8;14;10
8;15;9
8;18;9
8;20;10
8;21;10
8;22;12
8;23;12
9;0;10
9;3;11
9;5;9
9;6;10
9;8;10
9;11;10
9;12;12
9;15;11
9;17;10
9;19;10
9;20;10
9;23;11
10;0;11
10;3;10
10;6;8
10;8;9
10;9;10
10;11;9
10;12;9
10;15;11
10;16;9
10;18;9
10;20;8
10;22;6
11;0;11
11;2;10
11;4;10
11;7;10
11;9;10
11;12;10
11;14;11
11;15;12
11;16;14
11;18;14
11;21;16
12;0;9
12;1;11
12;2;11
12;3;11
12;5;10
12;7;12
12;8;11
12;11;9
12;14;9
12;16;10
12;18;10
12;19;10
12;20;10
12;23;8
13;0;12
13;1;12
13;3;12
13;5;13
13;7;13
13;8;12
13;9;13
13;12;14
13;13;14
13;14;16
13;15;15
13;16;13
13;17;15
13;18;14
13;19;14
13;21;14
13;22;12
14;0;12
14;2;12
14;5;13
14;6;13
14;7;13
14;9;11
14;12;9
14;13;7
14;16;8
14;17;9
14;19;10
14;20;9
14;22;11
15;0;11
15;2;11
15;4;12
15;5;10
15;8;8
15;9;8
15;10;9
15;11;9
15;14;11
15;17;13
15;18;13
15;21;11
