1;0;11
1;3;9
1;5;9
1;8;8
1;9;6
1;11;8
1;13;8
1;15;8
1;16;8
1;19;9
1;20;9
1;21;7
1;22;9
2;0;12
2;3;12
2;5;12
2;6;12
2;7;14
2;10;13
2;11;11
2;12;10
2;13;12
2;16;13
2;19;14
2;21;14
2;22;12
3;0;10
3;2;10
3;5;8
3;7;7
3;9;8
3;11;10
3;14;9
3;17;11
3;20;12
3;21;12
3;23;12
4;0;13
4;3;13
4;4;15
4;7;13
4;8;11
4;11;12
4;12;10
4;15;12
4;16;14
4;17;12
4;19;10
4;21;11
4;22;12
4;23;11
5;0;10
5;3;9
5;5;7
5;8;9
5;10;7
5;11;8
5;14;6
5;17;8
5;18;7
5;20;8
5;23;8
6;0;11
6;2;9
6;4;8
6;6;6
6;7;8
6;8;6
6;9;7
6;10;6
6;11;4
6;13;4
6;16;4
6;18;3
6;20;5
6;23;6
7;0;11
7;3;11
7;6;13
7;8;13
7;11;14
7;14;15
7;15;15
7;17;13
7;19;12
7;22;13
7;23;13
8;0;11
8;1;11
8;3;11
8;5;9
8;6;9
8;7;10
8;9;8
8;12;8
8;15;10
8;17;8
8;18;8
8;20;8
8;21;9
9;0;9
9;3;10
9;4;12
9;7;12
9;10;12
9;11;11
9;12;13
9;13;13
9;16;14
9;19;13
9;22;14
10;0;10
10;2;11
10;5;11
10;7;11
10;8;9
10;11;9
10;12;9
10;15;10
10;17;10
10;19;10
10;22;11
10;23;11
11;0;13
11;1;14
11;3;16
11;4;16
11;6;14
11;9;12
11;12;11
11;15;11
11;18;11
11;21;12
11;23;10
12;0;10
12;1;10
12;2;8
12;4;8
12;5;10
12;6;8
12;8;7
12;10;9
12;11;11
12;13;13
12;14;14
12;17;12
12;19;13
12;21;14
12;23;13
13;0;13
13;2;13
13;3;13
13;4;15
13;6;16
13;7;18
13;10;20
13;13;19
13;16;20
13;18;20
13;19;18
13;20;18
13;22;16
13;23;18
14;0;12
14;2;12
14;3;11
14;6;11
14;9;11
14;10;11
14;13;13
14;14;15
14;15;13
14;17;15
14;18;15
14;20;16
14;21;16
15;0;9
15;3;10
15;6;8
15;7;8
15;8;7
15;11;9
15;14;9
15;16;11
15;17;12
15;18;12
15;21;12
15;22;12
16;0;13
16;2;11
16;5;11
16;7;11
16;9;13
16;11;12
16;13;12
16;15;13
16;17;12
16;18;12
16;19;10
16;21;10
16;22;10
16;23;12
17;0;9
17;2;7
17;4;9
17;7;7
17;8;8
17;9;6
17;11;6
17;14;6
17;16;5
17;19;3
17;22;3
18;0;12
18;3;12
18;6;12
18;9;13
18;10;15
18;13;13
18;14;14
18;15;14
18;17;13
18;19;11
18;22;12
18;23;13
19;0;9
19;3;9
19;4;8
19;5;7
19;7;6
19;8;4
19;10;5
19;13;3
19;15;4
19;16;6
19;19;6
19;20;6
19;23;6
20;0;11
20;3;9
20;4;8
20;6;9
20;8;7
20;11;6
20;14;8
20;16;8
20;17;8
20;19;8
20;22;10
21;0;9
21;2;9
21;5;7
21;7;7
21;9;5
21;12;5
21;14;5
21;15;3
21;17;4
21;19;6
21;22;6
22;0;11
22;3;9
22;4;8
22;7;6
22;8;7
22;9;8
22;10;8
22;11;10
22;14;10
22;17;11
22;19;11
22;21;11
22;22;11
23;0;11
23;3;9
23;6;10
23;7;12
23;10;12
23;12;12
23;15;12
23;17;10
23;19;12
23;21;12
23;23;12
