1;0;12
1;1;14
1;2;16
1;3;17
1;4;19
1;5;19
1;6;20
1;7;21
1;8;21
1;9;21
1;10;19
1;11;17
1;12;17
1;13;15
1;14;15
1;15;15
1;16;15
1;17;15
1;18;13
1;19;15
1;20;15
1;21;16
1;22;17
1;23;19
2;0;11
2;1;11
2;2;11
2;3;13
2;4;12
2;5;13
2;6;12
2;7;11
2;8;11
2;9;11
2;10;9
2;11;10
2;12;8
2;13;10
2;14;10
2;15;9
2;16;8
2;17;10
2;18;10
2;19;12
2;20;12
2;21;11
2;22;9
2;23;10
3;0;11
3;1;10
3;2;10
3;3;12
3;4;12
3;5;10
3;6;11
3;7;13
3;8;15
3;9;15
3;10;17
3;11;19
3;12;19
3;13;19
3;14;18
3;15;18
3;16;16
3;17;17
3;18;15
3;19;16
3;20;18
3;21;18
3;22;19
3;23;20
4;0;9
4;1;9
4;2;9
4;3;9
4;4;7
4;5;7
4;6;5
4;7;5
4;8;5
4;9;7
4;10;6
4;11;6
4;12;6
4;13;6
4;14;6
4;15;6
4;16;6
4;17;5
4;18;4
4;19;2
4;20;3
4;21;1
4;22;3
4;23;5
5;0;9
5;1;11
5;2;11
5;3;11
5;4;9
5;5;9
5;6;9
5;7;9
5;8;10
5;9;9
5;10;7
5;11;7
5;12;5
5;13;7
5;14;6
5;15;5
5;16;4
5;17;2
5;18;2
5;19;2
5;20;2
5;21;2
5;22;0
5;23;0
6;0;11
6;1;11
6;2;13
6;3;15
6;4;14
6;5;15
6;6;15
6;7;13
6;8;13
6;9;13
6;10;13
6;11;15
6;12;15
6;13;15
6;14;17
6;15;19
6;16;20
6;17;18
6;18;20
6;19;22
6;20;22
6;21;23
6;22;25
6;23;26
7;0;10
7;1;9
7;2;7
7;3;7
7;4;5
7;5;4
7;6;4
7;7;4
7;8;3
7;9;5
7;10;4
7;11;5
7;12;6
7;13;5
7;14;6
7;15;4
7;16;4
7;17;3
7;18;2
7;19;2
7;20;0
7;21;-2
7;22;-2
7;23;-2
8;0;9
8;1;7
8;2;9
8;3;11
8;4;9
8;5;11
8;6;12
8;7;13
8;8;14
8;9;14
8;10;14
8;11;14
8;12;12
8;13;11
8;14;11
8;15;12
8;16;13
8;17;14
8;18;16
8;19;17
8;20;15
8;21;15
8;22;15
8;23;15
9;0;12
9;1;11
9;2;11
9;3;9
9;4;11
9;5;11
9;6;10
9;7;10
9;8;8
9;9;8
9;10;10
9;11;12
9;12;13
9;13;15
9;14;16
9;15;16
9;16;17
9;17;19
9;18;18
9;19;19
9;20;18
9;21;18
9;22;18
9;23;16
10;0;9
10;1;10
10;2;12
10;3;10
10;4;9
10;5;10
10;6;10
10;7;12
10;8;14
10;9;14
10;10;14
10;11;14
10;12;14
10;13;13
10;14;11
10;15;12
10;16;13
10;17;15
10;18;15
10;19;13
10;20;12
10;21;14
10;22;14
10;23;14
11;0;13
11;1;14
11;2;15
11;3;14
11;4;13
11;5;15
11;6;15
11;7;15
11;8;14
11;9;14
11;10;15
11;11;17
11;12;15
11;13;13
11;14;15
11;15;16
11;16;14
11;17;13
11;18;15
11;19;15
11;20;16
11;21;18
11;22;18
11;23;19
12;0;12
12;1;11
12;2;13
12;3;13
12;4;14
12;5;12
12;6;13
12;7;13
12;8;15
12;9;16
12;10;16
12;11;15
12;12;16
12;13;18
12;14;16
12;15;16
12;16;16
12;17;17
12;18;15
12;19;15
12;20;16
12;21;14
12;22;15
12;23;13
13;0;10
13;1;11
13;2;9
13;3;7
13;4;9
13;5;8
13;6;7
13;7;6
13;8;7
13;9;5
13;10;5
13;11;3
13;12;4
13;13;3
13;14;3
13;15;3
13;16;1
13;17;2
13;18;3
13;19;4
13;20;5
13;21;4
13;22;4
13;23;3
14;0;11
14;1;13
14;2;13
14;3;13
14;4;13
14;5;13
14;6;14
14;7;15
14;8;15
14;9;17
14;10;17
14;11;17
14;12;18
14;13;16
14;14;16
14;15;14
14;16;14
14;17;14
14;18;15
14;19;17
14;20;17
14;21;15
14;22;15
14;23;14
